ID,Name,Age,City,Join Date,Salary,Email,Notes,Unnamed: 0
7997,BOB,twenty,New York,2021/01/01,,user@@example,Excellent!,73
8112,,150,delhi,2021/01/01,,user@@example,Good,40
3967,BOB,,,2021-01-01,75000,user.com,,33
3233,Charlie,150,delhi,2021/01/01,fifty thousand,user@@example,,6
7783,Bob,45,delhi,2021/01/01,120000,user.com,,28
7971,BOB,45,New York,2021-01-01,,user.com,#Special@Char$,11
6468,Alice,twenty,delhi,2021-01-01,75000,user@example.com,N/A,39
4963,,,NY,2021-01-01,-1000,,N/A,18
8122,Bob,25,delhi,2021/01/01,fifty thousand,user.com,Good,88
6131,Bob,,New York,,120000,,N/A,53
4469,Ch@rlie,150,DEL,,-1000,,Good,82
8923,,twenty,Delhi,2021-01-01,75000,user@@example,,15
3266,,150,Delhi,,50000,,Good,82
3087,Bob,-5,delhi,2021/01/01,fifty thousand,,,44
4879,Charlie,-5,Delhi,,,,#Special@Char$,5
8642,Ch@rlie,twenty,NY,2021/01/01,-1000,user@example.com,N/A,67
7116,Alic,,,,,user@@example,,54
9986,Ch@rlie,45,delhi,01/01/2021,120000,user@example.com,Excellent!,68
6111,Bob,45,new york,,fifty thousand,user@@example,Good,91
5564,Ch@rlie,150,Delhi,,75000,user.com,,6
3591,Alice,25,,2021/01/01,,,,20
5648,Bob,,DEL,1 Jan 2021,,user@example.com,N/A,47
9289,BOB,,,2021/01/01,,,Excellent!,96
6833,Ch@rlie,-5,delhi,2021-01-01,120000,user@@example,Excellent!,93
1507,Ch@rlie,30,New York,2021/01/01,,user@@example,,59
6946,,-5,New York,1 Jan 2021,-1000,,,10
4560,BOB,-5,new york,01/01/2021,,user.com,#Special@Char$,65
1691,Alice,-5,DEL,,120000,,,24
2565,Alice,,DEL,2021-01-01,120000,user.com,#Special@Char$,3
6554,,45,Delhi,,,user@example.com,Excellent!,46
2548,BOB,150,new york,2021/01/01,,user@@example,Good,42
1897,Alic,-5,new york,01/01/2021,,user@example.com,N/A,65
4804,Charlie,150,Delhi,,75000,user@example.com,Good,27
8278,Ch@rlie,45,,,,user.com,,22
9056,BOB,150,new york,2021/01/01,,user@@example,,38
6250,Ch@rlie,30,NY,2021-01-01,,,,95
9460,Alice,twenty,Delhi,2021-01-01,,user@example.com,N/A,6
2642,,150,NY,1 Jan 2021,75000,user.com,#Special@Char$,83
7566,Bob,,Delhi,2021/01/01,50000,user@example.com,N/A,97
6198,,,,01/01/2021,fifty thousand,user.com,,84
3689,,twenty,Delhi,,120000,user@example.com,Excellent!,15
8242,BOB,150,DEL,2021-01-01,,,,78
2072,Bob,-5,,01/01/2021,,user@@example,Good,63
1953,Alic,-5,New York,01/01/2021,120000,user.com,,24
7690,,45,,1 Jan 2021,fifty thousand,,N/A,81
8462,Bob,150,DEL,01/01/2021,-1000,user@example.com,,20
8715,,,NY,01/01/2021,fifty thousand,user@example.com,,37
1346,,150,delhi,,120000,,N/A,87
3948,Charlie,150,New York,,fifty thousand,user.com,,42
1853,Charlie,25,Delhi,2021/01/01,,,,86
8048,Alic,25,DEL,01/01/2021,50000,,,20
6761,Bob,150,delhi,2021-01-01,50000,user@example.com,Good,13
1217,Alic,,New York,01/01/2021,,,N/A,1
5073,Ch@rlie,twenty,new york,1 Jan 2021,-1000,,,45
7883,Ch@rlie,,,,120000,user@@example,#Special@Char$,37
8194,Alice,45,DEL,2021-01-01,120000,,,89
1104,Ch@rlie,,,,,,Good,74
5068,,150,,1 Jan 2021,120000,user.com,Good,15
7399,,150,NY,1 Jan 2021,fifty thousand,user.com,Good,73
4351,Alice,,,,-1000,user@example.com,Excellent!,31
3641,Bob,150,NY,,,,,94
9186,Alic,45,,2021-01-01,-1000,user@@example,#Special@Char$,89
1687,Charlie,twenty,new york,,-1000,user@example.com,,34
6493,BOB,25,Delhi,,120000,,N/A,62
9351,Alic,,,,120000,user.com,N/A,28
3716,Bob,25,delhi,,,user@@example,,55
9872,Ch@rlie,150,delhi,01/01/2021,-1000,user.com,,73
9887,Charlie,25,new york,,-1000,,Excellent!,60
7269,Alice,,new york,,50000,user@@example,N/A,65
8063,Ch@rlie,150,NY,2021-01-01,,user@@example,Good,35
3853,BOB,twenty,new york,2021/01/01,120000,,#Special@Char$,74
8305,,150,delhi,,120000,user@@example,Excellent!,7
6700,Alice,,delhi,01/01/2021,,user@@example,,66
1709,,-5,Delhi,2021-01-01,,user@@example,Good,57
9931,Bob,,Delhi,,120000,user@example.com,Excellent!,26
2387,Alic,25,NY,,-1000,,Good,2
3076,BOB,30,New York,01/01/2021,,,Good,30
4259,,,delhi,,,user.com,N/A,28
3095,,25,new york,,50000,,Excellent!,69
9051,Alice,,New York,2021/01/01,,user@@example,,76
4927,Ch@rlie,,NY,1 Jan 2021,-1000,,N/A,31
1860,Charlie,25,delhi,,50000,user.com,N/A,23
7558,Bob,30,new york,,,,Excellent!,21
1885,Alice,twenty,new york,1 Jan 2021,50000,,Good,55
5901,Ch@rlie,30,NY,,-1000,,Good,37
6060,,150,,2021-01-01,75000,user.com,Good,76
9148,,,,,-1000,user@example.com,Excellent!,36
7114,BOB,-5,,01/01/2021,,,N/A,51
1534,,,DEL,2021/01/01,75000,,,56
7252,Alic,,Delhi,,50000,user@example.com,,37
6023,Bob,25,Delhi,,75000,user@@example,#Special@Char$,68
6531,BOB,,DEL,01/01/2021,fifty thousand,,#Special@Char$,81
3236,Bob,,New York,01/01/2021,75000,,N/A,58
6238,Alice,,new york,2021/01/01,,user@@example,#Special@Char$,81
5278,,25,,01/01/2021,,user@example.com,Good,64
3870,,30,,2021/01/01,75000,user.com,N/A,12
8708,,150,NY,,75000,user.com,,57
7471,Bob,30,DEL,1 Jan 2021,fifty thousand,,Excellent!,81
6785,Ch@rlie,45,DEL,2021-01-01,,user.com,,80
7987,Bob,30,NY,,-1000,user.com,N/A,21
6654,Alice,twenty,,1 Jan 2021,fifty thousand,user@example.com,,87
7110,Alic,45,,,fifty thousand,user@example.com,#Special@Char$,96
6424,Ch@rlie,30,,2021-01-01,,user@example.com,Good,18
4205,Bob,30,New York,2021/01/01,,user@example.com,#Special@Char$,15
3611,Alic,25,delhi,2021-01-01,75000,,Good,13
7965,Charlie,150,,1 Jan 2021,,user@@example,,70
5584,Alice,30,DEL,2021-01-01,50000,user@@example,Good,19
2655,BOB,45,DEL,1 Jan 2021,75000,,Excellent!,41
6428,Ch@rlie,30,new york,01/01/2021,,user@example.com,Excellent!,45
6228,Alic,45,DEL,1 Jan 2021,-1000,,Excellent!,56
4185,Bob,-5,DEL,,120000,user@@example,#Special@Char$,35
8218,,25,,01/01/2021,,,,98
7010,Ch@rlie,,Delhi,2021-01-01,,user.com,Good,77
2462,Ch@rlie,-5,,2021-01-01,120000,,,38
9341,,,DEL,,,user.com,#Special@Char$,24
8029,Charlie,,delhi,2021-01-01,75000,user@@example,Good,23
5471,,30,new york,1 Jan 2021,,,Good,4
9991,BOB,25,Delhi,2021/01/01,fifty thousand,,N/A,42
4178,Charlie,,,1 Jan 2021,50000,user@@example,,84
9331,Bob,-5,,2021/01/01,-1000,user.com,Good,57
2253,Charlie,25,,2021/01/01,120000,,#Special@Char$,10
9921,Charlie,twenty,,01/01/2021,fifty thousand,,N/A,36
4435,Ch@rlie,,delhi,2021-01-01,-1000,user.com,#Special@Char$,47
2148,Bob,30,,,120000,,Good,50
6876,Alic,45,NY,,,user.com,Good,76
8014,,twenty,,2021-01-01,-1000,user@@example,Excellent!,62
9078,Ch@rlie,,,01/01/2021,-1000,user@example.com,Good,44
3102,,45,,,fifty thousand,user.com,,14
1860,Ch@rlie,,delhi,,50000,,Good,20
5582,Ch@rlie,-5,New York,2021/01/01,,user@example.com,N/A,32
1157,Ch@rlie,-5,DEL,2021/01/01,50000,,#Special@Char$,69
3621,,150,NY,1 Jan 2021,120000,user@@example,Good,56
5828,Bob,150,delhi,2021/01/01,75000,user@example.com,,64
3200,Charlie,twenty,DEL,,50000,user@example.com,Good,18
9952,Ch@rlie,twenty,DEL,1 Jan 2021,fifty thousand,user@@example,N/A,1
3187,,150,Delhi,2021/01/01,75000,,,57
3799,Bob,twenty,,2021/01/01,,,N/A,92
8438,BOB,150,,2021/01/01,,,Good,5
3126,,45,Delhi,2021/01/01,50000,user.com,Excellent!,82
6023,Bob,25,Delhi,,75000,user@@example,#Special@Char$,68
9725,,30,delhi,1 Jan 2021,,,#Special@Char$,1
4070,Charlie,45,Delhi,,,,Excellent!,49
2567,,150,,,,,Excellent!,49
9468,Alic,,Delhi,2021-01-01,120000,user@@example,N/A,95
7749,Alic,,DEL,2021-01-01,,,Excellent!,73
9814,,twenty,DEL,,-1000,,#Special@Char$,23
6795,BOB,,delhi,,,,#Special@Char$,97
6580,,,DEL,,50000,user.com,Excellent!,36
8202,Charlie,twenty,delhi,2021/01/01,-1000,user@@example,,1
5041,Charlie,45,New York,2021/01/01,75000,,Good,67
5940,Ch@rlie,-5,New York,,50000,user@@example,Excellent!,15
2106,Bob,twenty,DEL,1 Jan 2021,-1000,user.com,#Special@Char$,2
1183,,-5,New York,,-1000,,#Special@Char$,20
5246,Bob,150,delhi,,,user.com,,1
3852,BOB,-5,New York,,fifty thousand,user@example.com,Good,64
8417,,twenty,New York,2021-01-01,75000,user@example.com,N/A,87
2533,Bob,twenty,delhi,,50000,user.com,,38
7859,BOB,,,,-1000,user@example.com,N/A,1
7258,Charlie,,DEL,,75000,user.com,,12
7892,Charlie,25,,,50000,user@@example,,15
4532,Alice,25,New York,2021-01-01,,,,87
2258,Ch@rlie,45,,2021/01/01,fifty thousand,user.com,#Special@Char$,4
8167,,45,New York,,50000,,N/A,63
4377,Alic,-5,NY,2021/01/01,fifty thousand,,,22
3483,BOB,150,new york,,120000,user@@example,N/A,69
7609,,30,new york,01/01/2021,,user@example.com,,20
5871,,30,,,75000,user.com,N/A,92
3281,BOB,45,NY,01/01/2021,-1000,user@@example,Good,81
3450,Charlie,-5,New York,1 Jan 2021,120000,user@example.com,#Special@Char$,12
7342,Charlie,,New York,1 Jan 2021,75000,user.com,N/A,19
2217,,twenty,DEL,01/01/2021,120000,user@example.com,Excellent!,79
7046,,45,NY,1 Jan 2021,75000,user@example.com,Good,96
2077,Bob,,,2021-01-01,50000,user@example.com,#Special@Char$,41
9745,BOB,30,DEL,,,user@@example,,70
7643,,25,NY,1 Jan 2021,,user@example.com,Excellent!,35
5068,Ch@rlie,,,01/01/2021,,user.com,,57
5411,BOB,,,,50000,,,89
7646,,twenty,DEL,,,user@@example,N/A,52
2902,Charlie,25,,,fifty thousand,user@example.com,Good,72
4164,Alice,twenty,new york,2021-01-01,50000,user@example.com,Good,8
7693,Charlie,,,,,user@@example,#Special@Char$,75
8145,Charlie,,Delhi,,75000,,N/A,7
7622,,,NY,,-1000,user@@example,#Special@Char$,2
7093,Ch@rlie,45,New York,1 Jan 2021,fifty thousand,user.com,,60
5745,Ch@rlie,,new york,01/01/2021,75000,,#Special@Char$,98
7750,Bob,150,DEL,2021-01-01,120000,,N/A,92
9067,Bob,45,,2021/01/01,120000,user@example.com,N/A,75
5533,BOB,25,delhi,1 Jan 2021,,user@@example,N/A,24
5054,,twenty,delhi,,120000,,Excellent!,37
7550,BOB,25,,,50000,,Good,94
6060,Alic,twenty,Delhi,2021/01/01,fifty thousand,,N/A,48
5979,,-5,DEL,1 Jan 2021,fifty thousand,user@@example,Good,64
6615,Charlie,30,Delhi,1 Jan 2021,,,#Special@Char$,14
2225,BOB,25,New York,,120000,,,4
9179,Alic,twenty,New York,,75000,,N/A,88
1305,Alice,45,,,75000,user@@example,N/A,66
6326,,45,new york,1 Jan 2021,,user@example.com,,40
4668,Alic,-5,new york,,50000,,Excellent!,46
3424,Bob,,DEL,2021/01/01,50000,,N/A,54
9083,,150,New York,01/01/2021,-1000,user.com,,38
4456,,45,delhi,2021/01/01,,,N/A,1
2489,Alice,-5,New York,2021-01-01,fifty thousand,,,34
7418,Alic,,,01/01/2021,,,#Special@Char$,53
4537,Charlie,150,New York,,-1000,user@example.com,#Special@Char$,54
3703,Alice,-5,New York,,75000,user.com,,40
3514,Ch@rlie,twenty,Delhi,,50000,user@example.com,N/A,28
7252,Alic,,Delhi,,50000,user@example.com,,37
1590,Charlie,-5,,01/01/2021,fifty thousand,,Excellent!,28
7126,Charlie,,delhi,2021/01/01,fifty thousand,user@example.com,#Special@Char$,20
5358,,25,DEL,1 Jan 2021,75000,user@example.com,#Special@Char$,14
9224,Charlie,,New York,,120000,user@@example,#Special@Char$,15
2099,Bob,45,New York,2021-01-01,-1000,user.com,Excellent!,45
7900,,,New York,1 Jan 2021,120000,,,76
4122,Bob,25,delhi,,-1000,,,35
